,text,label
2157,"Album versions are notable, because otherwise wikipedia would just have articles on singles - which seems a bit stupid. Thanks",1
2158,"""

I have posted my comments indicating that I would be offline after them as a courtesy to others, who might wonder why I haven't replied to them quickly or might not be doing so at all.  Not everyone checks user and talk pages to see courtesy postings about online status, etc.  Sorry that you find my attempt to be courteous to other Wikipedians """"annoying"""".  In the past, you (and others) have not understand my comments (see the archives); as you (and others) seem to mistinterpret what I write and to read intentions in what I write that I do not have, I have suggested that you (and some of these others) not engage in these kinds of exchanges with me; I do not find them productive.
I am replying only out of courtesy and so that eventually this exchange can be archived by the automatic archiving bot.
There is no """"rule"""" or """"guideline"""" in Wikipedia that one must reply to every comment in one's user talk page or an article talk page.  Replying is up to one's own discretion and time constraints (""""schedule""""). There is no requirement that editors must spend their time editing Wikipedia; WP:POL states the opposite; that one should not be criticized for how one chooses to spend one's own time.  That is the prerogative of each of us.  How we express ourselves, as long as it is courteous, is also up to each of us.  If we want to take our time to criticize others, we need to keep in mind that we are doing so in public space and that our criticisms are being read by whoever logs on to that space.
From my own perspective, I find the comment posted above gratuitous and unnecessary.  Irrespective of that comment, I will continue to post what I consider a courtesy to others since that is how I intend it to be.  I do not intend to annoy anyone.  The guidelines for how to address other users are in Wikipedia:Etiquette, WP:NPA, and other places linked in WP:POL.  I try to follow these guidelines in what I post in Wikipedia. To assume otherwise is to violate WP:AGF.  I am posting this reply in good faith as well.   

To others who might be more interested than some in why I may not reply quickly or at all: I explain that in """"N.B."""", but not everyone consults a user's talk page when commenting in article talk pages, and so some may not see that explanation in """"N.B."""" above; therefore, I have mentioned that I would be offline in some of my recent comments in talk page article(s) that I have worked hard on in the past.  I will be back offline after this reply and will not see what anyone posts here until I return to check the functioning of the achiving bot (I don't know when that will be).  I have a massive amount of work to do offline over the next two weeks, which has been delayed in getting to me (thus I've been online occasionally in the past week from time to time), but I expect to be away from Wikipedia after this reply for indefinite and extended periods of time both during and after the next two weeks as well (on an extended """"wikibreak""""; please see the template notice above).    """,0
2159,"Thank you for experimenting with the page Appalachian Mountains on Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.",0
2160,"Boeing 2707 

 The boeing 797 is a plane that boeing will make is mabye about 10-20 years and will hold up to 200 passengers and will go up the speeds of 2000 miles an hour.",0
2161,"i h8 u 

i h8 u u suck! ur a nerd w/ nothing better 2 do than piss peeps on wikipedia off!",1
2162,"Therefore we shouldn't be adding names to lists like this unless they have self-identified, which shouldn't be hard to do.",0
2163,"Oh yeah, I will wear you down in the end. Don't expect any capitulation from me, I'm as patient as they come. Compromise and I'll work with you, but if you're just going to harass me, then forget it. I'm not intimidated by you just because you,re an admin.",1
2164,"Needs rewording 

Whole passages are lifted verbatim from http://homepage.newschool.edu/het//profiles/lange.htm",0
2165,"Thank you for being a poopie pants 

All my base are belong to yooioooooooooooooooooooooooooooooooou.  Many people with poopie pants (like you) use their poopie pants to aid in the create process, other people try to imitate poopie pants, but are unsuccessful in shitting themselves (like me).  Anyway, psychologist study people who crap in their drawers for fun and pleasure as well as generating academic journal articles. Two foremost researchers in this field are Rachel Bishop and Meagan P. Storey  they may enjoy eating poop.",0
2166,"FUCK U DIRTY INDIAN 

I HATE INDIANS...YOU GUYS OUR SLAVES IN DUBAI!!!",1
2167,"No wonder I'm being uncivil, when you're stupid. Look at my block log, I wasn't blocked for uncivility or even edit-warring, sure block me for that, I don't care, but I was blocked on wrong bases and if you wanna block, you gonna have to block the other guy aswell. But no, the blocking admin is protecting his own friend, can't you see it? Btw, about my revert wars recently, it has been with socks to , and even to this day  he is reverting with his socks.",1
2168,"Ok then, but Joe the Plumber got a lot more, why isn't he mentioned? Why Ayers?",0
2169,"Tony Sideaway, please see my comment up Userboxes DRV.  I would like to know whats the priorities are.",0
2170,"""

LGagnon: Warning, Another Warning, Final Warning: Your Foul Conduct.

Please STOP sending ill-written messages to my talk page. I will continue to edit the satanism reference till it goes to mediators/arbitrators who hopefully employ reason rather than emotion in dealing with conceptual disputes.

You have engaged in personal attacks with regard to everybody, including the people you call """"vandal-coddling admins"""" at Wikipedia. The only thing they seem to be coddling is your foul, fiendish conduct. Perhaps you don't get the message from anybody. Perhaps something is lost in translation. Perhaps you don't get their French  only your threats!!!

STOP!!!!!!!!!!!!!!!!!!!!!!!!! You violate every Wikipedia rule of professionalism and seem to get away with it. I order you to stop!!!!AOluwatoyin AOluwatoyin""",1
2171,"Concerning East High School 

You suck. Why did you change the page?
East High has no Noted Alumni.
When I make well needed changes, please leave them be.",0
2172,"""

 Help Please! An evil Wikipedia editor attacks aviation pioneers Coanda and Vuia constantly TAB 

Unfortunately, an evil Wikipedia editor (who uses a multitudes of names ( Romanianlies, Romaniantruths, Binksternet, Soundofmusicals, Andy Dingley, GraemeLeggett, BilCat, ... ) and is also in the Bord of Editors, so he has more power on Wikipedia that an ordinary contributor) has been attacking for more than three years various aviation pioneers, amongst others Traian Vuia and Henri Coanda, for unknown reasons. TAB 

In general, as soon as he sees the two names in Wikipedia articles he immediately adds the word """"unsuccessful"""" and other unjustified bad characterizations, multiple times.TAB 
TABTAB 
Any attempt to delete these unfair remarks always fails and the user who dare to confront Romanianlies gets suspended.TAB 
TABTAB 
Something has to be done. If you have an idea feel free to share it. This man is paid with donations from Wikipedia supporters and he simply abuses his position and denigrates, at will and with no justifications, personalities that he does not like.TABTAB

The last contribution of this evil man (under the name BilCat) was at this page: 
http://en.wikipedia.org/wiki/Aircraft_engine
where he added the word """"unsuccessful"""" in connection with Coanda-1910 plane/engine making it the only unsuccessful thing in a large list of engines.""",1
2173,"""

 Tidalenergy, thanks for adding the graphic and extra information as requested, it makes things clearer for the reader. However, you have still not addressed the fundamental issue regarding a claim of efficiency of """"3 times higher then the Betz Limit of 59.3%"""". Noone here has contested that a shroud can lead to 3-4 times higher energy extraction than a similar sized turbine. The problem I still have is that you are using the word efficiency and implying 180% efficiency - a value over 100%. As I'm sure you know, energy efficiency can never go over 100%, see energy conversion efficiency for exactly why. If you replace the words efficiency with energy extraction I will be happy.  """,0
2174,"You can suck my ass, you stupid asshole. THIS was a personal attack. But maybe you're really a stupid asshole. You can not see the difference between a reliable source and review crap. Furthermore: YOU were a part of the edit war!",1
2175,If you knew how to do this you should have just done it instead of your stupid dance around disruptive edits/reverts.,1
2176,"I'm sure a collective term has been invented at some time in the past in the same way that it was once a popular hobby to invent such terms for groups of birds and animals, but I'd be suprised if anyone had ever used it in preference to 'people of Reading'. If such a term does exist, I've yet to come across it and I really don't think it would merit inclusion.",0
2177,"FUCK YOU, YOU RACIST ASSHOLE",1
2178,"The CPB, in my opinion, is not important enough to have an article of its own. Having it as a section in the Conservapedia article is the perfect place.",0
2179,"""

 Goalie stats 

Template:Infobox football biography 2 states quite clearly that the """"(Gls)"""" stands for goals that the player has been awarded in league competition only for each professional club. There are goalies with quite a substantial number of goals, for example Hans-Jörg Butt, so the numbers are not always zero. 

There are no different infoboxes for goalkeepers and other players and the consensus at WP:FOOTY is (as far as I know) to treat them in the same way.
If you want to change this, please start a discussion at WT:FOOTY. One reason why I would not like to list the goals a goalkeeper allowed is that this information might not be available for most of the goalies.   """,0
2180,"Please keep in mind that he is an idiot and maybe once someone calls him on his bullshit, he'll shut the fuck up. This is your final warning, get the fuck off my page.",1
2181,"== ATTENTION ==

Poop....that is all

this page will self destruct in 10 seconds, i suggest you leave the FCS computer lab... or press ALT+F4 right now.",0
2182,"Like i would listen to you, you are a loony dickhead who reverts everyone's edits, Alex: too.",1
2183,"Family Articles 

I know we have had our arguments in the past, but that is the past, and now I need your help so that it doesn't happen again. ) Below on the Furse (Surname) part of your page, you told them to create a Furse Family article. Well, I am going to create a Kincaid-Lake Family article, and would like your help so that I don't do anything wrong. Your input is welcomed! PLEASE help! Thanks so much.",0
2184,". Also, I seriously hate minorities and slapped 3 babies today",1
2185,"It's not a fu©king joke, you motherfu©king idiot, and worthless stupid cunt! Go die in hell for being such a bastard! It's true go to St. Peters Recplex yourself you bossy 1 year old! I hate stupid retards.",1
2186,He is a Nazi Nordicist.,1
2187,"Majorly, would you mind commenting over in that thread?  | Talk•Contribs",0
2188,"FYI, overzealous deletions with hyperbolas claims are also frowned upon. Don't be so quick to delete information.",0
2189,"Anytime ) Yes, but if you're not bust and if you can ) I wouldn't want to cause a lot of work, you know ) Because your list is featured among other languages as it deserves. English one is so annoying like she has never won all those awards...",0
2190,"""
Copyright problems
Hello. Concerning your contribution, STI Tactical - 5.0, we cannot accept copyrighted text or images borrowed from either web sites or printed material without the permission of the author.  As a copyright violation, STI Tactical - 5.0 appears to qualify for deletion under the speedy deletion criteria. STI Tactical - 5.0 has been tagged for deletion, and may have been deleted by the time you see this message. For text material, please consider rewriting the content and citing the source, provided that it is credible.

If you believe that the article or image is not a copyright violation, or if you have permission from the copyright holder to release the content freely under the GNU Free Documentation License (GFDL) then you should do one of the following:

If you have permission from the author, leave a message explaining the details at Talk:STI Tactical - 5.0 and send an email with the message to """"permissions-en (at) wikimedia (dot) org"""". See Wikipedia:Requesting copyright permission for instructions.
If a note on the original website states that re-use is permitted under the GFDL or released into the public domain leave a note at Talk:STI Tactical - 5.0 with a link to where we can find that note. 
If you own the copyright to the material: send an e-mail from an address associated with the original publication to permissions-en(at)wikimedia(dot)org or a postal message to the Wikimedia Foundation permitting re-use under the GFDL, and note that you have done so on Talk:STI Tactical - 5.0. 

However, for text content, you may want to consider rewriting the content in your own words. Thank you, and please feel free to continue contributing to Wikipedia.       ☻T   ☼C  """,0
2191,"lo$er 

no one likes you, go kill yourself",1
2192,"JfdWolff,Your profound lack of wisdom is no credit to your woefully failed vendetta . Go get your head checked !!! You are morbidly insane . . .",1
2193,We should include details on how Cyber police are known to use back-tracing and consequences which will never be the same.,0
2194,"My reasonings for 1801, as opposed to 1707. The Kingdom of Great Britain & Ireland were each single entities when then merged. The Anglo-Irish Treaty is inclusive as it created the current status of the UK. The Norman invasion is best left 'only' in the England article. Why do I see it this way? If we go back far enough, the UK would be divided into many kingdoms - Strathclyde, Essex, Sussex, etc etc.",0
2195,tell to a sysop to make checkuser on you,0
2196,"Just in case a moron comes along and thinks this should be deleted, remember that you will have to delete thousands of articles like this on the wiki. Please be inconsistent and refrain from being illogical fools.",1
2197,"| decline=No, it wasn't incorrect capitalisation. It was the name itself. Please read the big sandy coloured box above carefully - and please don't start lines with = signs and only make one request at a time. Thanks.",0
2198,"(UTC) This sentence is an editorial opinion and the information about financing is already included. Being an editorial opinion does not disqualify it per se, but taking account the fact that this is an article about the worldwide company with more than 100-years history, this opinion about one specific aspect related to the company, voiced by non-mainstream magazine, will have undue weight. It may be relevant in some other article (e.g. focused to the climate change denial financing), depending the context.   18:16, 8 January 2016",0
2199,"KO

It might also be a good idea not to taunt and brag about editors who you get banned for disagreeing with you since it makes you look immature and drunk with power. Hope this helps.",1
2200,"Private gatherings  

In 1902 private gatherings in his house had to be disbanded.

Why?  This doesn't make much sense without an explanation or more background.",0
2201,"""

First of all, you don't know crap about Vietnam.

Secondly, of course many (actual) rebels were local residents, i.e. of KBR. But as of the bodies, some/most of them belonged to innocent civilians who were killed in crossfire (like even the KBR president said). Here's about the mechanism of this:

""""This is a commonplace in Chechnya. I have not been to Nalchik and I do not know this case, but it is quite possible that such things happen there too. Well, basically, they happen throughout entire Russia, only specifics are different — drugs or weapons are planted in order to jail one or get paid for closing a case,"""" an officer of the Department for the Combating of Organised Crime and Terrorism of the Russian Internal Affairs Ministry told Caucasian Knot's correspondent. """"Of course, civilians sometimes die in Chechnya and in other North Caucasus republics, too, where counter-terrorist activities are conducted, and weapons are planted on them by officers that are not the most conscientious. But one should understand that they do so not because they want to register another victory for themselves, but for fear that they can be jailed for good because of this accidental killing."""" According to the officer, one should not say that """"someone is killed on purpose and then registered as a rebel. Only Kadyrovtsy do so. It is not a custom among us, federals.""""

And actually indeed some time later a group of Kadyrov's policemen (called """"a gang"""") were persecuted precisely for this, that is killing random people (few men and a woman they kidnapped and killed) and then planting guns and explosives on them for promotions. But of course, there was also the case of Vladimir Glebov, etc.

This is all, because I already said I'm not going to discuss stuff with you anymore. Enough of my nerves.   """,0
2202,"You're a motherfucking idiot

You're stupid as all hell and know *nothing*!  Butt out of the business of your superiors!",1
2203,"Re: Warning 

>>Stop hand nuvola.svg This is the last warning you will receive for your disruptive comments.
If you continue to make personal attacks on other people as you did at User talk:CarTick, you will be blocked for disruption. Comment on content, not on other contributors or people. –SpacemanSpiff 

Ans: Fuck you, glorified clerk admin - go ahead, block me. 

How long do you think before I can edit with a proxy server? But I won't because I couldn't be bothered with either your content, or with a weak Dravidian contributor like you. Enjoy editing on Tamil and Tamils!",1
2204,"Uh oh, Mr. Big shot registered User is crying like a little girl because I called him out on his BS.",1
2205,"""

 Concern: bad faith by POV editor on this page.  Vandals > Note: it states 'destruction"""" not creation.  350.org 

Concern: bad faith by POV editor on this page.  Vandals > Note: it states 'destruction"""" not creation.  350.org""",0
2206,"Yes, I get it. You're stalking me. 

Piss off, stalker.",1
2207,REDIRECT Talk:Unterseeboot 63 (1940),0
2208,""", 15 October 2013 (UTC)

 It's not worth worrying too much more about this for this year, as these tables will soon be finalised, but there will need to be a better solution for future campaigns. The colour used above whilst distinct seems out of place with the rest of the pallette. Granted that is an aesthetic concern only, and I appreciate this change was motivated by concern for the accessibility of the table, but really, if we are concerned about accessibility then using colour alone to convey meaning is a really bad move. In future I would recommend an additional column to the table with the actual qualification status in text. Even single character abbreviations would work such as Q, P, 2, R and E. Cham 17:57""",0
2209,Is this place run by girls????  That is the most ridiculous thing that I have ever heard!  Why would anybody in their right mind be offended by Biggus Dickus?  That is so gay!,1
2210,"stfu ==

WHY DONT U STFU AND GET A LIFE! IF YOU LIKE TO PLAY THAT GAY GAME SO MUCH, DO IT AND FUCK OFF!",1
2211,"""

did it ever occur to you that somebody simply had to just click """"undo"""" in order to get the same edit result??

has it crossed your mind that quite possibly there could be more than one person in this world that would think of doing that??

so what about all the edits today taht are similar?? 

was i responsible for those too? despite the different IPs??

here.......ill save you the time........NO.....i wasnt

im shocked you havent blamed me for those too

there really is no talking logic with some of you idiots is there??

you get these delusional ideas.....and thats it.......thats the way it has to be because thats the idea you had during a dungeons and dragons game

ill say this one more time for you.......YOU ARE DEAD FUCKING WRONG AND ARE MAKING YOURSELF LOOK LIKE AN ASSHOLE BY JUMPING TO YOUR STUPID CONCLUSIONS""",1
2212,"I am sure that you are the SON of one of those 15,000 moslem women who were raped in Ranchi Prison by Hindu-Sikh soldiers, though reality never comes out its not difficult to think that those muslim women lived in that prison for over 1 year and some of them also bore child or Hindu-Sikh soldiers.",1
2213,I suggest we keep it the way it is now. Warmonger and chief terrorist Muhammad (shit be upon him) would have wanted it that way because he is the one that advocated the terror and murder in the first place. 83.84.46.69,1
2214,KORG IS A MORON! 216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  [[Special:Contributions/216.229.227.144|216.229.227.14,1
2215,"Hey, you squinty-eyed Jap. 

Go to the Japanese Wikipedia, where you belong.",1
2216,"Thanks for experimenting with Wikipedia. Your test worked, and has now been reverted or removed. Please use Wikipedia:Sandbox for any other tests you want to do, since testing in articles will be reverted quickly. Please see the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks. -  | talk",0
2217,"And to make very clear that Cahill (alone) was my original source, for this matter.",0
2218,"It is definitely a worthwhile undertaking, so I wish you luck with it! I'm not sure how helpful I will be, as Frost is just outside my particular scholarly interest (I don't delve outside the 19th century). Still, the best place to start is whatever books are readily available on Frost. From there, you might find other analyses in specialized academic journals. Avoid textbooks. Best of luck!",0
2219,im a wilder bare hoaheahahahha,1
2220,"And if you write me now that Norwegians are Slavs too, then I will fall off my chair from laughing.",1
2221,"""

You know... [Wikipedia:Articles for deletion/Frasier's Curse you're fucking crazier] than I  thought. Try ADDING SOME CONTENT, not judging others. What a frigging piker. GROW THE FUCK UP. // nkB """,1
2222,Jesus. Fuck. Honesty! 86.42.90.145,1
2223,"Turns out you didnt, Josh, but im still here!",1
2224,"I agree, this was a blatant advertisement. You seem to have a conflict of interest regarding this subject. Before you attempt to write an article, please review Wikipedia:Conflict of interest for guidance. Editors with a conflict of interest can contribute articles, but the best venue for that is via Wikipedia:Articles for creation instead of posting an article to main article space yourself. Also, Wikipedia:Golden rule provides a brief overview of the minimum standards an article should have before it is accepted in main article space. ~",0
2225,"I guess it's easy to dish out criticism but you can't take it.  Don't blame me for the fact that Coldplay is a collection of girly-voiced music illiterates, championed by a badly diseased Western Media.  I know what makes for music quality and Coldplay is certainly anything but.",0
2226,You're being a first-class dick.  Focus on how to edit this article properly.,0
2227,"Apple likes to pretend that the idea for Dashboard came from Deskaccessories, but there is almost no similarity between the two.  The implementation of Dashboard uses much more similar technologies to Konfabulator and they look almost identical.  I mean, if Desk Accessories were written in a markup language of some sort, had polished and shiny graphics, ran all the time (whether they were being shown or not), and looked just like Konfab or Karamba, then they might have a point... but none of those things are true.",0
2228,"Appalling. 'F' for Fail ==

As it now stands, this article is grossly inadequate and misleading. The 'development' at the centre of a sonata structure is in reality a 'Durchführung'  i.e. a 'leading through' various keys. The word 'development' is a poor translation of this  and has generated a situation in which foolish people analyse a stretch of music not according to what happens in it, but in terms of what this wrong word happens to make them think of. As every German muscologist and textbook knows, the point of a 'development section' is *not* various varietites of 'thematic modification'  it is *tonal and harmonic instability* after the stability of the second-subject key and before the restoration of the tonic. Has no-one actually bothered to listen to what does   and doesn't  happen in the included extract...?!? IT'S MODULATORY, AND THAT'S ALL. 

This article is too deeply confused to be rescued. It should just be deleted. Hell, it doesn't have a single worthwhile source... or any idea about the original German terminology...  Pathetic...    

==",0
2229,"The last game Andrés Guardado played for Mexico was on 16 August 2012, so i added that date (and it's 16 August 2012, not August 16, 2012), the last game he played for Valencia (also first) was today, 19 August, i added that, will add now a ref to storyline. The exclamation points were exaggerated yes, but not an insult.

Desculpa, só queria ajudar, podes ir á WP:FOOTY e vemos no que dá",0
2230,"Hey Riana

Does it suck to know that even strangers think you are a dried up old shrew? 66.77.102.10",1
2231,Greg Thomas From Albuquerque New Mexico is Gay.,1
2232,"But really, I'm a sock puppet of many accounts! Please forgive me! I will not create anymore accounts",0
2233,And stick it up your asshole.,1
2234,"J Freeman 

J Freeman is an oppressor and a violent person.  He may also soon come out of the closet.",0
2235,"You son of a bitch 
I was the one who recognized that it was a left facing swastika.

And those morons are retarded for making a left facing swastika not a right one.

Thanks being a non-observant faggot and stealing my work asshole",1
2236,"Contact him if you must. He's just some guy right? Not a TV executive at a major studio who has negotiated the rights from  Bachmann and HIT for tens of millions of dollars. Has he spent years developing scripts, hiring actors, and model makers to create the series? Has he negotiated the rights to show this on a TV channel? Some guy who puts up a website is NOT going to just make and broadcast a TV series, is he? Please try to stay at least vaguely realistic.",0
2237,"Ryan RFA reply 
Sry forgot to reply, glad u chased me up, I changed it to support by the way.",0
2238,"September 2012 (UTC)

Umm... You shouldn't trust NickAndMore.com, because it is probably the least reliable source on the Internet. So SB WILL end with Season 9.

Oh and you happen to be talking to the wrong person, people who like the SB eps of 2005-present are losers! 71.64.6.46  00:15, 19",0
2239,"He's just left-handed, and left-handed people can make silly things happen! )",1
2240,"Nope, sorry scumbag. I'm just a random guy reading about the petty (though not really disturbing) underbelly of Wikipedia. And it's pretty amusing that the guy who got blocked was 'right' all along, given the current content of your precious Rock Lobster article. Also, if I was vanboto, wouldn't an indefinite block have kept me blocked?",1
2241,""" (This post placed here """"19:35, 26 September 2005 Grazon"""" who does not sign his/her postings on Wikipedia)

I don't understand what you mean political beliefs - are you implying that I am taking the opposite side of this argument because Harding is a Republican, ergo, I feel the need to protect him?  I'm sticking up for the man because I have looked at primary resources and know what they say and what they do not contain - which is any inkling of Klan involvement. What I can't figure out is why is it so important for you include Harding in the Klan, that you would base you whole argument on what one book claims.  """,0
2242,"Do humanity a favour 

and kill yourself, you nazi bias yank piece of shit  82.41.107.134",1
2243,"The Alaska Wild have a logo on their arenafan site (see external links 
Could you please put it in?  Thanks! M. Burmy 13:45 CDT 1 July 2006 (UTC)",0
2244,Do you think I give a fucking shit? Have you seen the PAs aimed at me beforehand? -,1
2245,"Are you still a dirty Jew? 

Are you?  Accept Jesus as your lord and saviour!",1
2246,"Idiocracy 

If you need a 13 section FAQ to justify your idiocy then it is clear your bias viewpoint is wrong, rename the article to MEGA DRIVE and stop being idiots....82.41.107.97  

Please do not remove my input again... it violates WP:PRESERVE WP:VANDALISM and WP:NOTCENSORED also please stop being idiot Americans and offending the rest of the world with your backward, biased and distorted views which you try to force upon is like this articles title82.41.107.97",1
2247,"YOU SUCK 

YOU SUCK AND YOU KNOW WHAT YOU SUCK DON'T YOU",1
2248,"what the hell 

how can all these wankers be so serious about Lolcats?

uptight wiki cunts.",1
2249,"""

 LAN A340 solely for Sydney? 

This article says that """"...although LAN (which had acquired A340s solely for its Sydney-Santiago route)..."""" which seems pretty weird to me because I have been flying by LAN A340s to/from Madrid for several years (before they put 787 on this flight). 78.128.198.193  """,0
2250,", im going to knock you over the head with a baseball bat",1
2251,"I DETEST you 

I absolutely hate you. You are scum. Nothing more than scum. I can tell by your wikipedia editing.",1
2252,"""

 Are redlinks bad form? 
 regarding the Co-Freemasonry article: 

I was under the impression that redlinks in articles were quite acceptable, as long as they point to (nonexistent) articles on notable subjects that could or should be created. I could reinstate the links and create stubs for them all, but that would involve quite a bit of work; isn't the point that redlinks serve as useful signposts for others who might be able to contribute material? I'd like to put at least some of the redlinks back in...

In fact, I've just done a quick search and found Wikipedia:Red link, which agrees with what I thought. I'll add the redlinks back, checking as I go to make sure they're all notable and desirable articles. ☻ 

Check it, Fuzz: Wikipedia:Only make links that are relevant to the context. I agree, not all of them exactly need to be removed, but there's too many. Check policy, determine what should be linked, & relink it...:-)  

Righto, I have checked it, and I stick by my position. None of the redlinks should be removed. They are all relevant to the article. Please excuse me if I'm being dense, but which particular redlinks do you believe are irrelevant? Some of the blue-linked dates should be unlinked (those not containing both month and day, as per Wikipedia:Dates); apart from that, the links in the article are fine. ☻ 

Whatev's...;~) the idea of leaving many red links in is to give people an idea of articles which should probably be created, especially in a newly-created article. If they stay too long, &/or the article becomes long-of-tooth, then they should almost always be removed. Obviously, do as you feel best. I'm for sure not going to express too much care, not there...  

Thank-you for your comments. I'm not too worried now. I've run roughshod over people in the past, and I know how easy it is to do. At the moment I'm probably in danger of running roughshod over some of the people who claim to be Wiccan but have no initiatory lineage. Just as you don't consider Co-Freemasons to be Freemasons, I don't consider them to be Wiccan. The thing is, everyone editing here is doing so because there's a subject that's important to them, so there are bound to be disagreements. I feel like we're all on the same side, though, ultimately: our goal is to establish truth (or rather the wikipedia equivalent, verifiability), regardless of how many of our preconceived opinions are sacrificed in the process. ☻ 

 Freemasonry category stuff 

Grye - Just took a look at the stuff you have been doing on the Freemason/citation project (your proposed templates etc.) ... WOW.  Thanks for what was obviously a lot of hard work.  

 FRS 

If you're adding the categories, you should add the postnominals, too: Sir Forname Surname, FRS. Thanks.  
I thought about that, but 1)I'm burnt on this... & 2).. I'm burnt on this, worried about people whining, & figured that'd be easy to do from Category:Fellows of the Royal Society. maybe another time...;-)  
Wait, what do you mean: at the top, by their name, or in the Cat: listing?  

 Freimaurer32 

I don't watch the Obligations page, but the gist of the discussion was that we can't ascertain the validity of what's in Duncan, so if it's missing for the moment, it's really not a huge issue.  I don't like that article because it's not really an """"article""""; it's just some nonsense to get a sort of OMG!!!! MASONIC SECRETZ!!!!!1111 reaction and push people's buttons, as it doesn't discuss so much as reproduce verbatim, and the only reason that article is not gone due to copyvio is because it's almost 200 years out of date and not subject to copyright law.

Furthermore, given the circumstances under which Hanuman Das left Wikipedia (an Arbcom case that also involved all his buddies who voted on the last Jahbulon AfD, funnily enough, including Frater Xyzzy), I'm not tempted to put much stock in an """"article"""" like that, and if we can't think of anything else to say about them other than to reproduce historical examples that have no modern",0
2253,"kiss u 

i missed u, u girl....what..so now they say i'm anti-pole...lol..that's like discussing magnetism...:))

bitch..u fight with everyone...u Love the vandal...u can't live without him....I'm here...now feed me...maybe i'll make u happy later on..:)

what...i don't get anything...say something...i love the way u smile...i love the way u drive....i love the way you be the one to me....i love ..i'm singing if u didnt get it...

bitch.",1
2254,"My Dear Courcelles – You might take a moment and let Mr. Sensei48 know that you monitor all my postings; needless to say, it’s superfluous for him to forward them to you. 

I’m sorry to see you’ve misled this graduate of Notre Dame on the matter of my conduct – or misconduct. I’ve never denied that my record at Wiki is rich with demerits; both Custer and Reno (especially Reno) were masters of the demerit at West Point. No dishonor in that. 

My advice to Sensei48 is to form a skirmish line, and hold that position. Do not retreat to the timber. Neither should he order a “charge to the rear”: that way disaster lies. 

I include the rousing “Notre Dame Victory March” to help inspire you to defend your remarks of  May 5, 2011:

Rally sons of Notre Dame
Sing her glory, and sound her fame
Raise her Gold and Blue,
And cheer with voices true,
Rah! Rah! For Notre Dame. 
We will fight in every game
Strong of heart and true to her name.
We will ne'er forget her
And we'll cheer her ever,
Loyal to Notre Dame.
Chorus:
Cheer, cheer for Old Notre Dame
Wake up the echoes cheering her name,
Send the volley cheer on high,
Shake down the thunder from the sky,
What though the odds be great or small
Old Notre Dame will win over all,
While her loyal sons are marching
Onward to Victory.

Bon Courage!",1
2255,"""
Ok. Yeah, I realised that too: She knows I didn't personally attack Ambi, that's obvious: Just trying to wind me up so she can then play """"I'm the good one, she's the angry nasty one"""".

I hate people like that...  (Α⇔Ω ¦ ⇒✉) """,0
2256,"User messages. 

Please do not leave messages on my user talk page.",0
2257,You are clearly not very smart and not here to build an encyclopedia.,0
2258,"I have entered the tale at Wiki Source as you suggested, but how do I now make the article relevant to Wikipedia?

Regards",0
2259,"What a FASIST YOU are!!! =
Who do you think you are???
What right do you have to browse through other peoples' talkspages???
Nobody gives you the right to be thought police!
Did it hurt you my talk about agents???
I thought it would!
Traitorous villain, I will search for you, and you will pay dearly!
Θα φτύσεις τόσο αίμα όσα ευρώ σε πληρώνουν οι αμερικανοί, πουτάνας γιε!",1
2260,"Hi 

O FUCK YOU U MATHRFUKER BITCH IDIOOOOT NO BAN ME FROM EDIT I TELL TRUTH",1
2261,"Obviously he thinks it's his mission in life to to convince the world of his ethnic theories, so he's not going to just give up.",0
2262,"""

 Quote 

A fairly minor point but do we really need to link genteel in the quote """"a life of genteel poverty""""? WP:MOSQUOTE says do not link inside quotes and I would have thought genteel was a fairly common English word, although perhaps that is my British background skewing impressions. -   """,0
2263,"Kindergarden! 

Some ignorants've added Pakistanis on the article. Pakistanis are Indid, not Iranid. What's next then? Gypsies?",0
2264,Everyone knows Tony Sidaway is gay.,0
2265,"Hi, I am sorry because I think that one is not attractive one, so I keep change it. If that really bothers you, I apologize for it. If you insist that one is better for it, just do it. I won't change it anymore because I am tired of doing it, too. User:layido",0
2266,"""The supposed similarities between Barbie and Sleeping Beauty are not """"too striking not to be noted in the article"""". As others have explained, it's impossible for Barbie to have been purposely designed to resemble the Disney character. One has to stretch quite a bit to see any """"similarities"""" between them, and aside from that, without evidence that something like this was done on purpose, it has no encyclopedic merit.  

""",0
